"","year4","sampledate","cladoceran_biomass","chl_epi","tdn_epi","tn_epi","tdp_epi","tp_epi","spiny_dist"
"1",2007,2007-04-26,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"2",2007,2007-05-08,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"3",2007,2007-05-23,9.45231576126313,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"4",2007,2007-06-04,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"5",2007,2007-06-20,11.894290720066,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"6",2007,2007-07-03,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"7",2007,2007-07-17,0.283197439704385,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"8",2007,2007-07-31,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"9",2007,2007-08-14,3.06148798145657,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"10",2007,2007-08-28,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"11",2007,2007-09-12,3.13552948944086,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"12",2007,2007-09-26,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"13",2007,2007-10-11,51.7830144670201,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"14",2007,2007-10-24,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"15",2008,2008-05-12,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"16",2008,2008-05-22,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"17",2008,2008-06-04,0.283197403673388,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"18",2008,2008-06-19,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"19",2008,2008-07-03,0.566394882032354,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"20",2008,2008-07-17,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"21",2008,2008-07-31,1.03839046082033,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"22",2008,2008-08-13,NA,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
"23",2008,2008-08-27,4.79574028189247,2.58811700182815,173.172727272727,196.845454545455,3.95454545454545,11.4454545454545,"pre"
